CCreditScore,CAge,CTenure,CBalance,CNumOfProducts,CHasCrCard,CIsActiveMember,CEstimatedSalary,Account_Age_Months,Avg_Monthly_Transactions,Transaction_Variance,Last_Login_Days_Ago,Support_Tickets_Count,Mobile_App_Usage_Hours,Is_Holiday_Onboarding,Churn,CLV_Continuous,CBalance_is_negative,CGeography_Germany,CGeography_Spain,CGender_Male,CSeason_Spring,CSeason_Summer,CSeason_Winter
808.858,24,4,122104.4181159208,1,1,0,174845,1,15,3.828825885533438,12,0,9.12,0,0,19077.539543234983,0,0,0,1,0,0,0
739.929,35,5,163439.4969422022,2,1,0,179151,18,15,4.9272191583933385,16,0,3.53,0,0,24572.29949248384,0,0,0,1,0,0,0
736.453,36,3,542.5039980587475,2,1,1,88625,9,5,5.43322406991406,2,0,3.89,0,0,8813.945606,0,0,0,0,0,0,0
680.964,27,9,122252.13457810144,2,0,1,138045,2,11,11.03628692793839,29,0,16.03,0,0,19166.36957041749,0,0,0,0,1,0,0
789.199,34,9,-2842.355989,2,1,0,145619,5,8,5.969983768937112,4,0,0.18,0,0,9407.002422267393,1,0,0,1,0,1,0
819.707,38,9,125334.6596590243,2,1,1,183452,5,9,2.633049320580953,4,0,12.49,0,0,22379.98572,0,0,0,1,0,0,0
646.271,37,9,1588.9564052828766,2,1,1,95958,11,16,1.9023437749580403,3,0,0.41,0,0,9253.812820590734,0,0,1,1,0,1,0
578.919,23,5,114646.41803654964,2,0,0,99991,19,7,3.022864691,29,3,0.79,0,0,14685.41968,0,0,0,0,0,1,0
789.589,25,5,156155.9987224435,1,1,0,102420,36,14,6.743525929331664,14,0,11.35,0,0,18560.10421437239,0,1,0,0,0,1,0
638.71,31,10,115995.72441021848,1,1,0,165339,1,10,3.610000486859916,5,0,4.78,0,0,18289.965236667016,0,1,0,0,1,0,0
733.76,25,9,82191.09775290135,2,1,0,133732,26,6,12.576056383665309,12,1,0.56,0,0,16708.344577477375,0,1,0,0,0,1,0
580.053,37,9,-814.3846014,2,0,1,79113,20,12,6.987841605916116,30,0,6.99,0,0,7868.097138807626,1,0,0,1,0,1,0
737.383,21,1,178137.15259497246,2,1,0,23833,22,10,7.794978699070442,25,1,5.24,0,0,19685.37979842576,0,0,0,0,0,0,0
609.08,35,2,98897.82488168291,2,1,1,139103,26,12,5.667770549565825,26,0,0.73,0,0,19365.181642303243,0,0,0,0,0,1,0
627.552,23,3,-1852.565147,2,1,0,99651,14,12,2.005129561184324,11,0,1.53,0,0,6053.497522,1,0,1,1,0,1,0
521.241,61,0,125546.77799937443,1,1,1,102420,6,10,15.796714626004208,17,2,3.29,0,0,15749.263715820722,0,1,0,0,0,1,0
684.122,36,5,71930.31543266622,2,1,0,36826,5,15,6.769579136947634,44,4,7.71,0,0,10762.728547005076,0,1,0,1,1,0,0
506.463,33,6,125806.36064525892,2,1,1,159611,8,19,8.817585799979176,8,2,1.21,0,0,21554.76069794554,0,1,0,0,0,0,0
728.036,29,6,-427.2054591,2,1,1,190591,12,8,1.1457028616339433,24,0,3.59,1,0,12788.08335068756,1,0,0,0,0,0,1
468.721,30,9,-1524.127775,2,0,0,61378,3,7,27.93781976557799,2,1,8.87,0,0,5247.076729599381,1,0,0,0,1,0,0
697.559,46,2,103827.51912427029,1,1,1,63304,4,10,4.858615068909109,11,1,13.05,0,0,14529.477876463458,0,1,0,1,0,0,0
600.927,34,2,99778.91909439133,1,0,0,195740,5,14,5.0632710819579145,12,0,8.74,0,0,17541.570037967955,0,0,1,1,0,0,1
689.358,38,1,1273.4446179982067,2,0,0,46398,15,13,5.7522652261510325,35,0,11.27,0,0,5251.522033810784,0,0,0,1,0,1,0
515.36,40,9,-319.3361889,2,0,1,34333,19,14,0.2697990073692359,4,0,2.48,0,0,6254.130188479683,1,0,0,0,0,1,0
606.531,27,6,173796.51474331573,1,0,1,112063,0,11,2.894611628169268,10,3,3.3,1,0,21075.452293356964,0,1,0,0,0,0,1
591.09,38,2,744.1410151827159,2,1,0,87861,5,9,2.7003547975657822,62,0,2.57,0,0,7085.334192401388,0,0,0,0,0,0,0
755.358,34,3,260.9743256727876,2,1,1,99991,2,9,8.474359511215534,13,1,2.48,0,0,6776.333600682796,0,0,0,1,0,0,0
753.846,46,9,68805.88943651725,1,1,0,99651,37,20,7.436595769328404,32,0,0.04,1,1,11473.376189849654,0,0,1,0,0,0,1
732.919,39,1,96647.74056810238,2,0,1,190392,7,16,7.731946839244062,28,0,5.8,0,0,19464.432274480125,0,0,0,0,0,1,0
688.864,39,4,156417.39166265656,2,1,0,163007,16,8,9.988528499764213,11,0,3.76,0,0,23288.66388710029,0,1,0,0,0,0,1
705.472,28,2,82746.14079381445,2,0,1,163727,1,12,8.592683943990409,7,1,3.55,1,0,17130.930150001055,0,0,0,1,0,0,1
597.975,30,5,779.9533269688818,2,1,0,99991,3,8,15.110626217610577,11,1,3.6,0,0,5697.528362758955,0,0,0,1,0,1,0
689.924,58,5,-1394.125551,2,0,1,51890,0,20,8.664374848755322,42,0,13.43,0,0,5674.212880882733,1,0,0,0,1,0,0
610.139,26,8,-1771.895094,2,1,0,169008,9,13,5.679379041554858,12,1,1.92,0,0,10515.073543873868,1,0,0,1,0,0,0
642.579,40,1,153218.6686491021,1,1,1,99991,22,13,3.471038419622834,14,0,4.29,0,0,18812.102116200665,0,0,0,1,0,0,1
748.679,36,2,975.6753876205516,2,1,1,17293,13,19,20.61113638606322,5,1,24.1,0,0,6173.314238896031,0,0,1,1,0,0,0
610.287,40,1,-131.12149,2,1,1,99991,3,12,9.608396423289609,7,0,10.26,1,0,6838.6910769600045,1,0,0,1,0,0,1
685.723,47,1,93005.94401,3,1,0,155343,12,11,12.287332042783303,10,2,11.22,0,1,18918.87028738291,0,0,0,1,0,0,1
705.526,44,0,186377.8725717466,1,1,0,69199,8,15,3.8249162992391104,14,1,19.21,0,1,20303.65392,0,0,1,1,0,0,1
631.906,27,3,2431.966171549396,2,1,0,44619,37,14,8.651256134771076,10,0,1.87,0,0,7304.280070836547,0,0,1,1,0,0,0
629.117,55,9,98548.87167774544,1,1,0,116401,11,7,7.883330690556427,17,0,7.0,0,0,15319.449946553255,0,0,1,1,1,0,0
849.413,29,10,933.9289211,2,1,1,99991,31,10,7.050789672573997,12,2,1.41,1,0,8280.586157541537,0,0,0,0,0,0,1
723.243,35,7,58737.81479584212,2,1,1,171916,17,13,6.148281839290726,11,2,4.56,0,0,17083.15184756809,0,1,0,1,1,0,0
848.779,70,5,2552.566708065156,1,1,1,99651,7,12,1.704762354846828,29,0,2.72,0,0,5907.393622512641,0,0,1,0,1,0,0
647.407,48,8,135336.2728530242,1,1,0,79317,7,12,6.1641630989452505,32,1,6.54,0,0,16479.41101365724,0,0,0,0,1,0,0
523.11,32,5,111171.55151607332,1,1,0,50704,4,11,1.4908018917695485,3,1,4.89,1,0,13508.19146,0,1,0,1,0,0,1
782.976,19,3,615.0445749874079,2,1,1,129243,2,10,6.463084091566088,23,0,4.94,0,0,9913.134825943858,0,0,0,0,0,1,0
684.963,24,6,-1225.294617,2,1,1,91194,8,18,9.253138680347297,15,0,2.18,0,0,8582.733345045119,1,0,0,1,0,1,0
703.619,37,4,578.9450615126979,2,0,0,26413,32,9,4.772195810656216,43,1,13.87,0,0,5218.962803974259,0,0,1,1,0,0,0
845.087,36,5,155901.12549372413,1,0,0,122778,10,6,5.536509721520359,38,0,4.56,0,0,19173.76727238157,0,0,0,0,0,0,0
529.759,33,9,133027.79424059123,1,0,0,99527,8,9,11.166348819478412,6,0,11.97,1,0,16541.840177139056,0,0,1,1,0,0,1
596.479,56,4,100651.25722366842,1,1,1,44709,56,11,4.663476687134185,7,0,5.26,0,0,16182.239026829568,0,0,1,0,0,0,0
655.651,37,9,145292.1474006875,1,1,0,159303,14,13,5.267501364095701,33,0,8.07,1,0,20826.494608764933,0,1,0,0,0,0,1
804.514,60,1,74481.51260244254,2,1,1,16583,2,13,5.771975935972858,9,0,1.23,0,0,11412.154874360673,0,1,0,0,0,0,0
572.955,30,7,134152.52710636405,2,0,0,95599,16,12,3.7359169633054985,13,1,1.49,0,0,18021.52662775661,0,1,0,1,0,0,0
705.214,41,3,147364.9222944141,1,1,1,101679,11,7,3.237398926939094,7,1,4.12,0,0,19908.867621471018,0,0,0,0,1,0,0
547.161,26,7,269.7746125,2,0,1,157721,1,15,28.15726128433744,39,0,3.11,0,0,10069.01891243647,0,0,0,1,0,0,0
658.104,47,10,-2670.229401,2,1,0,170453,2,11,4.657335322065944,18,0,6.81,0,0,10100.187080706575,1,0,0,0,0,0,1
661.93,25,3,-2709.079026,2,0,1,174053,0,10,12.56324605708891,30,0,0.39,0,0,10498.3818,1,0,0,1,0,0,0
735.359,28,5,158133.70254495955,2,0,1,102420,5,16,6.730148266794659,4,2,1.0,0,0,18866.25637703057,0,1,0,1,0,1,0
701.847,40,2,1229.6021374805728,2,1,0,199988,3,11,1.4040208022090142,18,0,2.48,0,0,11682.80392206078,0,0,1,0,0,1,0
604.103,26,1,-2089.608302,1,1,0,30280,8,19,21.68255292400763,22,0,3.67,0,0,3613.146560737063,1,0,0,1,0,0,0
592.835,33,2,154936.57357012518,1,1,1,37122,9,14,11.391705503452853,2,0,11.96,0,0,17888.868510280332,0,1,0,1,0,0,1
630.614,36,1,-1770.959121,2,0,0,132719,75,10,5.705302221545629,5,2,0.37,1,0,11655.667901985596,1,0,0,1,0,0,1
569.916,36,1,2381.456660622988,2,0,1,72372,20,11,9.154406605,7,3,5.77,0,0,7996.565130986357,0,0,1,1,0,0,1
744.694,37,4,1681.6340153499325,2,0,1,172640,2,20,4.430777663710273,6,1,0.61,0,0,11066.53656919933,0,0,0,0,0,1,0
849.352,20,7,-1928.240909,2,1,0,31728,22,11,7.927169934083153,24,0,0.84,0,0,5583.466632359358,1,0,0,1,0,1,0
611.869,35,7,308.9144450705512,2,1,0,150280,3,11,1.8401284263586657,2,0,1.66,0,0,9770.593361,0,0,0,1,1,0,0
588.824,29,5,102354.88138809743,3,1,0,131472,6,13,9.674868220201391,21,2,3.42,1,0,18348.496990045263,0,1,0,0,0,0,1
706.249,35,2,1552.335787330928,3,1,1,94623,9,8,3.547951234540456,14,0,9.14,0,0,10228.235161893905,0,0,0,1,0,0,0
691.775,38,7,-2661.982808,2,0,0,83028,13,12,3.607730007279507,52,0,8.06,1,0,6241.656711919248,1,0,0,1,0,0,1
614.641,36,2,129899.45231127276,2,0,0,77838,0,12,19.586925737070505,53,0,4.95,1,0,15994.703171587513,0,1,0,0,0,0,1
794.036,41,7,108982.91463583225,1,0,0,87505,8,12,5.260108594149055,17,0,3.5,0,0,14063.788543435265,0,0,1,0,0,0,1
469.528,22,1,75761.30204220688,1,1,1,201152,1,12,2.4470516557630755,21,0,0.91,0,0,17536.096160934594,0,0,0,0,1,0,0
646.654,28,7,117312.2765596674,2,1,1,31383,1,8,28.515419769828,23,0,13.35,0,0,15281.139536247794,0,1,0,1,1,0,0
701.201,26,6,81606.76732610265,1,0,0,151105,11,18,4.125001806568815,18,0,1.9,0,0,14531.492413581916,0,0,1,1,0,1,0
677.953,33,9,111393.02232801932,2,1,0,178763,10,12,25.868424690900643,7,0,0.86,0,0,20079.37876417502,0,0,0,0,0,1,0
640.962,30,8,80918.33793470646,2,1,0,170840,11,14,5.617113034704361,6,0,2.06,0,0,17373.201884323636,0,0,0,1,0,0,0
736.25,41,8,2891.8229611187576,2,1,1,174704,10,12,3.894488004742284,18,0,10.23,0,0,12346.966504032072,0,0,0,1,0,0,0
774.895,45,1,163529.5836296012,2,1,0,176081,13,12,5.169359364039984,22,1,5.92,0,0,24193.11082983105,0,1,0,0,0,1,0
581.791,41,2,129947.1161297866,2,0,1,5742,12,15,22.56751455000293,19,0,25.85,0,0,15026.574368148023,0,1,0,1,1,0,0
535.225,29,2,111348.47468475184,1,1,0,183459,8,11,2.5525845332572428,16,1,4.55,0,0,18881.49917015717,0,0,0,0,1,0,0
663.541,49,7,116225.15147995931,3,1,1,86238,12,11,14.008751838767353,25,0,10.18,1,1,19127.91622712441,0,1,0,1,0,0,1
765.87,33,4,-1344.297795,1,1,0,27842,10,11,11.211211405524846,17,0,1.14,1,1,3721.584487465005,1,0,0,0,0,0,1
777.216,37,2,201.2784306380184,1,0,1,7657,58,11,5.589053923074572,11,0,12.23,0,0,5918.380270640284,0,0,0,1,0,0,0
848.028,41,10,85679.51168,1,1,1,196244,7,11,9.469592331319324,18,0,0.42,1,0,18461.59161102334,0,1,0,1,0,0,1
492.956,27,2,2704.6472649280195,2,1,0,22109,7,10,3.217125509564622,11,0,5.16,0,0,4938.380225640802,0,0,1,1,0,1,0
718.499,59,6,-735.214185,2,1,1,159287,4,12,14.500698846302711,26,0,0.79,0,1,11092.598396804093,1,0,1,0,0,1,0
610.111,41,7,146082.64482758357,2,0,0,137380,20,9,5.757539259309123,25,0,3.83,0,0,20741.361240142287,0,0,1,0,0,1,0
770.972,33,3,84016.61357448179,2,1,0,126412,2,10,0.6922914077754854,13,0,4.15,0,0,15316.799716770643,0,1,0,1,1,0,0
584.247,39,7,-1878.102927,2,1,0,2446,1,10,6.559489796,15,1,3.66,1,0,3449.7122608653017,1,0,0,0,0,0,1
807.387,36,9,68786.23001914044,2,0,1,108160,42,13,5.106637487402026,14,0,5.0,0,0,15776.698904339872,0,0,0,1,1,0,0
529.92,23,1,135860.1996,2,1,1,165521,1,9,5.077913572931498,6,2,2.67,0,0,22262.08684677509,0,1,0,1,0,0,0
620.801,38,4,99492.73859,1,1,1,109835,18,13,6.306623731138127,2,0,18.43,0,0,16824.809028242187,0,0,0,0,1,0,0
614.264,36,5,-203.5734491,2,1,0,131838,24,13,1.351220236466402,13,0,6.36,1,0,9893.253409730734,1,0,1,1,0,0,1
562.305,35,5,2173.697352,2,1,0,99991,5,5,6.022684353871431,29,1,7.26,0,0,5778.7797848359805,0,0,0,0,0,1,0
766.16,41,2,-926.3780687,2,0,1,193005,26,11,9.093100061718571,15,0,1.88,1,0,12784.54011952811,1,0,0,1,0,0,1
483.608,34,5,118933.52605732324,2,0,0,99991,4,10,5.1704378884153215,28,1,0.46,1,0,14264.724992558657,0,0,0,1,0,0,1
698.251,37,10,433.6680917449062,2,0,0,82602,4,8,8.392922347739662,7,1,8.55,1,0,6254.328922233002,0,0,0,1,0,0,1
686.603,42,2,2543.8485227693063,2,0,0,199739,22,13,11.11430463622127,13,0,1.85,0,0,11970.15961155921,0,0,1,0,1,0,0
795.4,31,8,-1523.395787,2,1,0,117036,25,15,14.346804922326294,17,0,8.5,0,0,9252.085874,1,0,1,0,0,0,0
671.435,40,5,133205.15822874627,1,1,0,99991,9,10,1.2493441593928194,23,1,0.4,0,0,15285.230763456058,0,0,0,0,0,0,1
667.503,26,4,-455.6379731,2,1,1,196053,14,6,18.46094869,9,2,6.63,0,0,13201.790310979624,1,0,0,1,0,0,1
746.132,39,8,489.7421274849117,1,1,0,93076,11,17,19.31389847152043,15,0,3.79,0,0,6555.501991364301,0,0,0,0,0,1,0
444.851,51,4,105439.6069191105,1,0,0,69294,12,15,9.312193061752238,16,0,20.2,0,0,13226.78763945512,0,0,0,0,0,1,0
434.528,71,9,119591.2649770516,1,1,0,127527,19,14,6.595243777076844,24,1,13.64,0,0,17788.77103999892,0,1,0,1,1,0,0
594.274,38,5,86792.37532363077,1,1,1,122020,22,17,5.791508025340713,19,0,0.28,1,0,16326.52166189806,0,1,0,0,0,0,1
586.669,33,2,-2264.960345,2,1,1,17491,1,14,3.2763474488761752,12,0,2.21,0,0,5237.223432359123,1,0,1,1,0,0,1
752.402,28,3,76887.64944646714,1,1,1,203199,3,10,2.4190093536748973,25,1,3.94,0,0,17785.867795284707,0,0,0,1,0,0,0
592.416,38,4,87.86109693,2,1,0,37462,0,11,9.312109849,16,2,6.08,0,0,4943.139217312095,0,0,0,0,0,0,1
680.532,26,7,2239.3074484557237,2,1,0,88409,9,14,16.827137075994173,8,3,9.98,0,0,7651.624714198188,0,0,0,0,0,0,1
528.069,31,5,-906.0470566,2,1,0,25297,4,13,14.818308246304266,36,0,14.39,0,0,4475.028631,1,0,0,0,0,0,0
632.366,40,3,191468.0331599817,2,1,0,149229,5,15,9.795193975670092,8,0,7.5,1,0,25024.12996776117,0,0,0,1,0,0,1
461.461,44,7,80932.08014269071,1,1,0,180651,6,9,13.306877474893446,1,1,2.51,0,0,16367.977765134732,0,1,0,1,0,0,0
632.865,37,7,55352.764103604924,2,1,1,180897,25,13,1.4886028617189788,22,1,2.45,0,0,17531.39357820824,0,0,0,0,0,1,0
721.512,50,4,131127.70785568876,1,1,1,128234,7,7,5.943174456,8,0,6.63,0,0,19504.548540016807,0,0,1,0,0,1,0
725.876,35,0,155604.70795390202,1,1,1,99991,1,10,9.360247014434966,17,1,1.93,0,0,17927.56296396479,0,0,0,0,1,0,0
583.659,36,9,2588.975787523627,1,1,1,104409,21,6,8.296255381,10,2,2.15,0,0,8936.639754229165,0,0,0,1,0,0,0
645.877,34,3,83198.16022394317,1,1,1,22530,15,11,11.995784917255005,43,1,5.14,1,0,11584.974375050484,0,0,1,1,0,0,1
837.273,29,9,136905.16310291865,1,1,1,156028,37,13,6.667083901686638,9,0,5.34,0,0,22553.76555400434,0,0,0,0,0,0,0
575.441,35,9,208351.59954811333,2,0,1,102420,40,17,15.596136082845952,1,0,1.79,0,0,24670.837640279893,0,1,0,0,1,0,0
841.058,31,2,2265.7420232264385,2,1,0,5030,5,13,6.724654357895616,17,1,2.38,0,0,4040.5146649308526,0,0,0,1,0,0,0
686.04,36,10,-359.4114318,2,1,0,54357,52,9,5.486269563800472,26,1,0.86,0,0,8132.311115040498,1,0,1,1,0,1,0
634.153,29,7,-1616.532746,1,1,1,131228,47,18,19.75161683149182,12,0,7.96,0,0,10915.341859269702,1,0,0,1,0,0,0
663.505,30,3,107943.46872698017,1,0,1,74121,2,11,7.004738921995699,13,0,13.61,0,0,14387.968877256484,0,1,0,1,1,0,0
808.742,50,9,130345.6476279961,1,1,0,62377,2,19,9.820785190124871,12,0,7.52,0,1,15300.847833487926,0,1,0,1,1,0,0
625.715,21,1,1747.295109469162,2,1,0,66798,5,11,5.417172927771915,30,1,2.05,0,0,6396.119537235306,0,0,0,1,0,0,0
455.591,27,5,160106.75280294093,2,0,0,70747,1,9,8.054879625259398,31,0,10.36,0,0,18226.33124,0,0,0,0,0,1,0
545.829,38,1,88625.76690900538,2,1,1,24893,19,14,2.817024916296665,7,0,7.95,0,0,13777.223638680884,0,0,0,1,1,0,0
714.668,40,7,1776.7649966702056,1,1,1,139937,14,18,10.356333207828492,17,1,0.12,0,0,9848.915434266371,0,0,0,1,0,0,1
668.089,34,10,-309.6609484,1,1,0,25110,22,15,12.808672530750764,8,1,1.01,0,0,4359.328105048052,1,0,1,0,1,0,0
542.362,33,7,170864.70144676158,1,1,0,152588,19,13,8.528931311237415,9,1,8.08,0,0,23017.87739918962,0,0,1,0,1,0,0
613.248,37,3,172573.38167518447,1,0,1,3248,5,9,15.99511059812684,10,0,1.74,0,0,16879.92754050428,0,0,1,1,0,1,0
504.065,32,3,-823.0504941,1,1,1,81564,28,10,10.242022626707469,12,0,0.55,0,0,8091.668925407276,1,0,0,0,1,0,0
677.778,35,8,-140.2773008,2,1,1,53424,2,9,6.5819040233244746,9,0,5.94,0,0,6911.3109873638,1,0,0,1,0,1,0
561.723,28,3,142130.25882491228,1,1,1,13533,48,9,5.844652056424169,10,0,1.32,0,0,17794.696578791194,0,0,0,1,0,0,0
487.563,34,2,94486.48477,1,0,0,11693,0,15,5.089174350609861,10,1,9.32,0,0,9532.469364,0,0,0,0,1,0,0
835.219,34,5,718.1524242771256,2,0,0,54771,17,9,8.187604634,26,0,3.44,0,0,5683.621695493548,0,0,1,1,1,0,0
616.829,51,4,37991.08564389688,1,1,1,43103,24,18,6.959093209944465,8,1,16.54,1,0,9488.841156546536,0,0,0,1,0,0,1
612.891,28,2,-1173.763534,2,0,0,27036,13,7,1.974267333512814,47,0,2.02,1,0,4120.710792949265,1,0,0,1,0,0,1
526.712,33,4,133918.49796467065,2,0,0,53761,7,12,6.059526491,20,0,3.14,0,0,15820.656064773204,0,1,0,1,1,0,0
758.185,34,8,96624.87391784124,1,0,1,192272,25,12,2.659179420666014,16,0,4.35,0,1,19310.39074180292,0,1,0,0,0,0,0
653.922,39,10,-1251.114455,2,1,1,98326,8,15,1.1820300166410056,10,1,3.92,0,0,8900.053579822543,1,0,0,1,1,0,0
712.563,32,8,176158.43197753222,1,1,0,183637,43,11,19.11254201724575,17,0,30.1,0,0,25799.35737292886,0,0,0,1,0,0,0
761.465,34,5,82692.82762510321,2,1,1,107056,4,13,4.465214371267054,25,0,0.49,0,0,15672.271390463997,0,1,0,1,0,0,0
627.479,44,6,122755.25186906494,2,0,0,77435,86,18,2.9401678559792552,12,0,0.16,0,0,19907.833158075104,0,0,1,0,0,1,0
745.074,37,8,71339.61422,2,0,1,105429,24,10,14.456721608632437,19,0,0.47,0,0,14930.355466120096,0,0,0,1,0,1,0
700.529,30,9,-2191.013206,1,1,1,105444,13,11,3.158116705492432,33,0,2.49,0,0,8044.671792738659,1,0,0,1,0,1,0
668.246,20,4,-837.4286163,2,1,0,120212,19,12,11.005242370756775,7,2,4.38,0,0,9206.336794615714,1,0,1,0,0,0,0
544.537,32,6,915.8187752258729,2,1,1,50613,22,14,0.9667701881820292,16,1,3.48,1,0,7838.058845616022,0,0,0,0,0,0,1
410.237,41,10,120243.24802527248,2,1,0,98023,4,12,9.44813335,25,0,2.71,0,0,17132.526861581577,0,1,0,0,0,0,0
680.8,35,8,119322.9137283998,1,0,0,99651,9,17,21.07942910427299,6,0,8.15,0,0,13515.62779,0,0,1,0,1,0,0
675.289,30,1,79293.91619539213,1,0,1,173718,70,17,18.20483964,18,0,0.19,0,0,19420.114327913783,0,0,0,1,0,0,0
627.118,47,6,142552.57823919726,1,0,0,99083,37,8,3.1816680762640104,13,3,9.28,0,0,18677.854466388075,0,0,1,0,0,0,0
702.397,42,9,61357.75396914656,1,0,1,135670,11,10,1.2470156281887366,26,0,7.25,0,0,13430.829998866957,0,1,0,1,1,0,0
564.351,41,0,133078.83414474202,1,1,1,103078,9,12,7.5325259794046575,0,1,28.06,0,0,18834.33004616446,0,1,0,1,1,0,0
667.506,32,5,135469.52124600095,1,0,0,135352,35,14,8.845274366403341,9,3,3.14,0,0,19505.06383,0,0,1,1,1,0,0
582.044,40,3,110012.89416128698,1,1,1,190856,0,12,2.119768826241704,12,1,1.03,0,1,19906.49896857932,0,1,0,0,0,0,0
709.239,45,3,101877.49733063443,1,0,1,173826,4,12,2.4921847207514563,13,1,1.14,0,0,17949.971172941074,0,0,0,0,0,0,0
661.795,38,3,-488.5880137,2,1,0,156521,26,10,1.937541061840237,22,1,0.16,0,0,10908.283194623846,1,0,0,0,0,0,0
662.653,39,7,60001.91879,1,1,0,169098,31,10,2.87632036409448,8,0,1.65,0,0,15415.196569834015,0,1,0,1,0,0,0
665.726,31,2,80434.2712,1,0,0,6613,24,7,13.38878936,15,1,1.82,1,0,9352.252087292056,0,0,0,0,0,0,1
610.55,33,2,167637.30269707864,2,1,1,62535,5,7,17.58118217013674,47,1,1.6,1,0,20647.98418350649,0,0,0,0,0,0,1
677.316,45,6,75074.62898614099,1,0,1,138681,10,9,3.9232624733882737,11,0,1.91,0,0,14727.55424400135,0,0,0,0,0,0,0
638.685,41,4,157835.32630334274,1,1,0,102420,16,9,5.917368559217677,24,0,1.11,0,0,17627.856564391375,0,1,0,1,0,1,0
849.927,37,9,270.8411734060801,1,0,0,99740,17,9,2.4050823442136435,10,2,6.97,1,0,6343.364169191289,0,0,0,0,0,0,1
576.326,28,7,3224.6248847346,1,1,0,144628,52,10,2.419514400604134,9,0,1.75,0,0,10945.179362068138,0,0,1,1,0,0,0
730.312,47,10,93466.45776998042,2,1,1,139301,9,9,14.70499997697912,5,0,2.25,0,0,18232.748573723136,0,1,0,0,0,0,0
541.297,41,0,1162.338980694589,2,0,1,174613,1,15,8.060814783973372,7,1,2.67,0,0,11057.76889244896,0,0,0,0,1,0,0
663.85,43,1,162118.75322007696,1,0,1,9917,10,9,0.7170317980518112,39,0,19.32,0,0,16352.45931451395,0,0,0,1,0,0,0
682.432,40,8,129623.03864749362,1,0,0,164850,0,12,9.886498479087376,8,0,13.18,0,0,18487.27619731865,0,1,0,0,0,0,1
549.266,42,7,1307.6789203139715,2,1,0,9470,63,17,15.58838029,4,1,2.06,1,0,7174.708244387383,0,0,1,1,0,0,1
638.974,41,7,-446.6725025,2,1,0,44106,50,12,6.528819922022168,18,0,4.55,0,0,7667.446688428112,1,0,1,1,0,0,0
619.779,38,3,97874.20779212203,1,0,0,100315,7,12,2.008478192962749,12,2,6.84,0,0,13680.28952293109,0,0,1,1,1,0,0
525.281,57,2,146437.06142400726,1,1,1,62607,27,12,7.437720068290769,18,0,2.86,0,0,19009.073883000783,0,0,1,0,0,0,0
677.9,27,2,-469.4548784,2,0,1,116247,8,15,13.319593226601192,0,1,5.17,0,0,9012.929147508714,1,0,0,0,0,1,0
673.874,38,3,3097.3474457397915,2,1,0,66719,12,13,5.831640269780362,45,0,1.21,0,0,6792.187939038816,0,0,0,1,0,0,0
764.172,61,1,65934.66021409292,1,1,1,141977,20,11,7.309805321417118,6,0,4.72,1,0,15494.671169645891,0,1,0,0,0,0,1
551.63,38,2,114304.4051471852,1,1,0,99991,3,11,6.817847584266814,37,0,6.48,0,0,13411.282818742018,0,0,0,1,0,0,1
487.938,63,9,97924.50033652956,1,1,1,86560,17,18,7.689327832,11,0,10.23,1,0,15640.833909652923,0,0,0,1,0,0,1
599.37,26,5,-176.4171388,2,0,1,95895,0,15,7.274690114196257,21,3,15.28,0,0,7619.471919434034,1,0,1,1,1,0,0
534.795,39,2,544.5672419388346,2,1,0,196207,16,14,9.651724357253473,18,0,10.29,0,0,12134.607156295828,0,0,0,1,1,0,0
723.252,36,6,93086.00885930576,2,1,1,10638,48,10,4.792734711468387,65,0,4.03,0,0,14698.44171,0,1,0,1,0,1,0
598.374,33,1,141138.97078976672,1,1,0,99991,12,9,1.7472868078554813,26,0,12.97,1,0,16083.620483618077,0,0,0,0,0,0,1
618.437,25,10,76271.29844103014,1,1,0,61970,6,13,11.152875372675595,5,0,5.83,0,0,11207.937882242551,0,0,1,0,1,0,0
750.886,31,8,-661.0134887,2,0,0,99991,8,18,7.767148407253273,15,0,4.18,0,0,5006.488689526449,1,0,0,1,0,1,0
713.064,62,3,-798.9110508,2,1,1,81681,11,17,13.615825097422428,14,1,1.93,1,0,8425.625933223748,1,0,1,1,0,0,1
648.061,48,1,106793.00053014015,1,0,1,137254,4,16,10.934195010152646,11,2,2.7,1,0,16893.557496559475,0,1,0,1,0,0,1
631.34,50,3,130506.78305160314,4,1,1,48809,62,14,3.094116401959426,15,0,6.02,0,1,22525.469528195597,0,1,0,1,0,0,0
587.775,26,6,115512.31848968592,1,1,1,12612,9,14,16.296919277481912,3,1,0.59,0,0,13753.046936735998,0,1,0,1,0,1,0
670.368,33,6,170412.50572092982,1,0,0,77241,27,9,1.2745169956136897,13,0,7.42,0,0,19537.60802352531,0,0,0,1,0,0,0
635.707,32,0,805.0934205240322,2,1,0,158111,17,14,9.275368454435274,31,0,6.79,0,0,10578.75506363086,0,0,0,0,1,0,0
740.245,35,5,108396.5883283935,1,1,1,148006,2,13,10.956069204128488,4,0,7.54,0,0,18238.96240771801,0,0,1,1,0,0,0
510.756,35,10,179267.38422481128,1,0,1,123107,3,10,10.497908355255984,24,0,8.29,0,0,21997.17769557421,0,0,1,1,0,0,0
637.032,42,9,132230.0763726461,1,1,0,35420,0,12,27.58967761746735,8,1,3.62,0,0,14311.853397666971,0,0,1,1,0,0,0
